Datetime,Close,Comp
2021-01-21 09:30:00,125.14009857177734,0.296
2021-01-21 10:30:00,127.05000305175781,0.0
2021-01-21 11:00:00,129.0,0.4019
2021-01-21 11:30:00,127.80999755859375,0.21423333333333336
2021-01-21 12:00:00,126.5,0.0
2021-01-21 12:30:00,127.69999694824219,0.07465
2021-01-21 13:00:00,127.42829895019531,0.15530000000000002
2021-01-21 13:30:00,126.6272964477539,0.8714
2021-01-21 14:00:00,126.36000061035156,0.11393333333333334
2021-01-21 14:30:00,125.5999984741211,0.07431818181818182
2021-01-22 09:00:00,122.30000305175781,0.6908
2021-01-22 09:30:00,124.16000366210938,0.34
2021-01-22 10:30:00,123.32499694824219,0.7351
2021-01-22 11:00:00,121.88999938964844,0.0
2021-01-22 11:30:00,122.41999816894531,0.459725
2021-01-22 12:00:00,123.0,0.0
2021-01-22 12:30:00,123.5,0.8481
2021-01-22 13:00:00,123.52999877929688,0.0
2021-01-22 13:30:00,124.44499969482422,0.5106
2021-01-22 14:30:00,125.20999908447266,-0.005924999999999986
2021-01-22 15:00:00,125.27989959716797,0.3937
2021-01-25 09:00:00,126.9800033569336,0.125
2021-01-25 09:30:00,127.8499984741211,0.0
2021-01-25 11:00:00,128.25,0.0258
2021-01-25 11:30:00,129.45849609375,0.10115
2021-01-25 12:00:00,127.30999755859375,0.29834
2021-01-25 12:30:00,128.69000244140625,0.2263
2021-01-25 13:00:00,129.0780029296875,0.049100000000000005
2021-01-25 13:30:00,129.9199981689453,-0.027899999999999998
2021-01-25 14:00:00,129.9499969482422,0.4435833333333334
2021-01-25 14:30:00,129.5500030517578,0.305825
2021-01-25 15:00:00,130.39999389648438,0.323
2021-01-26 09:00:00,131.47000122070312,0.8144
2021-01-26 09:30:00,130.1699981689453,0.5267
2021-01-26 10:00:00,130.61000061035156,0.02617499999999999
2021-01-26 10:30:00,128.89999389648438,0.2617
2021-01-26 11:00:00,128.87399291992188,-0.128
2021-01-26 11:30:00,128.01229858398438,-0.06346666666666667
2021-01-26 12:00:00,128.57150268554688,0.12634
2021-01-26 12:30:00,128.14869689941406,0.2916666666666667
2021-01-26 13:00:00,128.3000030517578,0.018124999999999995
2021-01-26 13:30:00,128.50999450683594,0.559425
2021-01-26 14:00:00,127.90390014648438,0.40054999999999996
2021-01-26 14:30:00,128.02999877929688,0.29055
2021-01-26 15:00:00,127.41999816894531,0.25266666666666665
2021-01-27 09:00:00,127.18000030517578,0.4019
2021-01-27 09:30:00,123.8499984741211,0.0
2021-01-27 10:00:00,125.19000244140625,0.0
2021-01-27 11:30:00,128.5,0.0
2021-01-27 12:00:00,130.17999267578125,0.0
2021-01-27 12:30:00,131.32000732421875,0.51315
2021-01-27 13:30:00,135.1999969482422,0.38835
2021-01-27 14:00:00,132.33999633789062,0.11603333333333332
2021-01-27 14:30:00,131.19000244140625,0.34349999999999997
2021-01-27 15:00:00,130.6300048828125,0.7264
2021-01-28 09:00:00,131.0399932861328,0.7922
2021-01-28 10:00:00,137.26890563964844,0.0
2021-01-28 10:30:00,135.27999877929688,0.5574
2021-01-28 11:00:00,133.90220642089844,0.4404
2021-01-28 11:30:00,136.42999267578125,0.05283333333333334
2021-01-28 12:00:00,138.44000244140625,0.443
2021-01-28 12:30:00,135.76499938964844,0.0
2021-01-28 13:00:00,137.09669494628906,-0.04185
2021-01-28 13:30:00,137.05999755859375,-0.0683
2021-01-28 14:00:00,137.8000030517578,0.3612
2021-01-28 14:30:00,136.5,0.29368571428571427
2021-01-28 15:00:00,134.16000366210938,0.14825555555555556
2021-01-29 09:00:00,134.0,0.11853000000000002
2021-01-29 09:30:00,198.89999389648438,0.21658333333333335
2021-01-29 10:00:00,217.36000061035156,0.17035714285714287
2021-01-29 10:30:00,221.06539916992188,0.1392090909090909
2021-01-29 11:00:00,227.25999450683594,0.18456666666666666
2021-01-29 11:30:00,225.5399932861328,0.2338034482758621
2021-01-29 12:00:00,218.82809448242188,0.22610384615384613
2021-01-29 12:30:00,213.0511932373047,0.26995897435897437
2021-01-29 13:00:00,219.3000946044922,0.2195327777777778
2021-01-29 13:30:00,219.0261993408203,0.21666235294117642
2021-01-29 14:00:00,214.3699951171875,0.1298588785046729
2021-01-29 14:30:00,222.1199951171875,0.1755132743362832
2021-01-29 15:00:00,222.6300048828125,0.14970566037735852
2021-01-29 15:30:00,220.4199981689453,0.0
2021-02-01 09:00:00,220.4199981689453,-0.0058142857142857085
2021-02-01 09:30:00,260.7349853515625,0.3031
2021-02-01 10:00:00,271.0201110839844,0.27754285714285715
2021-02-01 10:30:00,268.1000061035156,-0.148
2021-02-01 11:30:00,266.489990234375,0.06225555555555554
2021-02-01 12:00:00,261.9700012207031,0.21034375
2021-02-01 12:30:00,265.40008544921875,0.33327692307692314
2021-02-01 13:00:00,265.010009765625,0.13601428571428573
2021-02-01 13:30:00,266.45001220703125,0.0788391304347826
2021-02-01 14:00:00,270.9200134277344,0.22262272727272728
2021-02-01 14:30:00,271.0799865722656,0.1412903846153846
2021-02-01 15:00:00,268.54998779296875,0.0909234375
2021-02-01 15:30:00,268.1400146484375,-0.7003
2021-02-02 09:00:00,268.1400146484375,0.0
2021-02-02 09:30:00,257.7699890136719,0.3062
2021-02-02 10:00:00,253.14999389648438,0.16463333333333333
2021-02-02 10:30:00,250.75,0.326175
2021-02-02 11:00:00,256.1148986816406,0.16256666666666666
2021-02-02 11:30:00,262.5249938964844,0.14431666666666668
2021-02-02 12:00:00,267.3699951171875,0.23647499999999994
2021-02-02 12:30:00,260.260009765625,0.2873421052631579
2021-02-02 13:00:00,266.0899963378906,0.33582666666666666
2021-02-02 13:30:00,265.0006103515625,0.18439629629629628
2021-02-02 14:00:00,266.0101013183594,0.16953043478260868
